FID,NGAID,SRCLNKID,METLNKID,FEATTYPE,SECCLASS,NAME,AREA_,PHONE,ADDRESS,ADDRESS2,CITY,STATE,ZIP,ZIPP4,COUNTY,FIPS,DIRECTIONS,EMERGTITLE,EMERGPHONE,EMERGEXT,CONTDATE,CONTHOW,GEODATE,GEOHOW,HSIPTHEMES,NAICSCODE,NAICSDESCR,GEOLINKID,SOURCE,X,Y,ST_VENDOR,ST_VERSION,GEOPREC,PHONELOC,QC_QA
415, ,LCHQ_411, ,POINT,UNCLASSIFIED,CARMAX INCORPORATED - HEADQUARTERS,804,747-0422,12800 TUCKAHOE CREEK PARKWAY, ,RICHMOND,VA,23238, ,GOOCHLAND,51075,"LOCATED ON THE NORTHEAST SIDE OF TUCKAHOE CREEK PARKWAY, DIRECTLY ACROSS THE ROAD FROM THE INTERSECTION OF CAPITOL ONE DRIVE AND TUCKAHOE CREEK PARKWAY.", , , ,2006-12-14T00:00:00.000Z,PHONE,2006-12-14T00:00:00.000Z,MANUAL,"IMPORTANT INDUSTRY; COMMERCIAL AND RETAIL; CORPORATE HEADQUARTERS",551114,CORPORATE OFFICES,128058278,TGS,-77.672302,37.636891,NAVTEQ,2006Q3,BLOCKFACE,YES,TGS
416, ,LCHQ_349, ,POINT,UNCLASSIFIED,PERFORMANCE FOOD GROUP - HEADQUARTERS,804,484-7700,12500 WEST CREEK PARKWAY, ,RICHMOND,VA,23238,1110,GOOCHLAND,51075,"LOCATED ON THE EAST SIDE OF WEST CREEK PARKWAY, .41 MILE NORTH OF THE INTERSECTION OF PATTERSON AVENUE AND WEST CREEK PARKWAY.", , , ,2006-12-14T00:00:00.000Z,PHONE,2006-12-14T00:00:00.000Z,MANUAL,"IMPORTANT INDUSTRY; COMMERCIAL AND RETAIL; CORPORATE HEADQUARTERS",551114,CORPORATE OFFICES,108628048,TGS,-77.644128,37.604359,NAVTEQ,2006Q3,BLOCKFACE,YES,TGS
417, ,LCHQ_022, ,POINT,UNCLASSIFIED,STATE FARM INSURANCE COMPANIES,309,766-2311,1 STATE FARM PLAZA, ,BLOOMINGTON,IL,61710,0001,MCLEAN,17113,ON THE NE CORNER OF STATE FARM PLZ AND S REGENCY DR INTERSECTION., , , ,2006-12-14T00:00:00.000Z,PHONE,2006-12-14T00:00:00.000Z,MANUAL,"IMPORTANT INDUSTRY; COMMERCIAL AND RETAIL; CORPORATE HEADQUARTERS",551114,CORPORATE OFFICES,130095673,TGS,-88.954979,40.477277,NAVTEQ,2006Q3,ONENTITY,YES,TGS
418, ,LCHQ_412, ,POINT,UNCLASSIFIED,YAHOO! INCORPORATED,408,349-3300,701 FIRST AVENUE, ,SUNNYVALE,CA,94089,1019,SANTA CLARA,06085,NORTHWEST CORNER OF NORTH MATHILDA AVENUE AND FIRST AVENUE., , , ,2006-12-14T00:00:00.000Z,PHONE,2006-12-14T00:00:00.000Z,MANUAL,"IMPORTANT INDUSTRY; COMMERCIAL AND RETAIL; CORPORATE HEADQUARTERS",551114,CORPORATE OFFICES,105616364,TGS,-122.025202,37.416942,NAVTEQ,2006Q3,BLOCKFACE,YES,TGS
419, ,LCHQ_278, ,POINT,UNCLASSIFIED,THE BANK OF NEW YORK COMPANY INCORPORATED,212,495-1784,1 WALL STREET, ,NEW YORK,NY,10286,0001,NEW YORK,36061,S CORNER OF BROADWAY AND WALL ST, , , ,2006-12-14T00:00:00.000Z,PHONE,2006-12-14T00:00:00.000Z,MANUAL,"IMPORTANT INDUSTRY; COMMERCIAL AND RETAIL; CORPORATE HEADQUARTERS",551114,CORPORATE OFFICES,21638501,TGS,-74.011582,40.707467,NAVTEQ,2006Q3,ONENTITY,YES,TGS
420, ,LCHQ_354, ,POINT,UNCLASSIFIED,REGIONS FINANCIAL CORPORATION,205,944-1300,417 NORTH 20TH STREET, ,BIRMINGHAM,AL,35203,3201,JEFFERSON,01073,ON THE NORTHEAST CORNER OF 4TH AVENUE SOUTH  AND 20TH STREET SOUTH, , , ,2006-12-14T00:00:00.000Z,PHONE,2006-12-14T00:00:00.000Z,MANUAL,"IMPORTANT INDUSTRY; COMMERCIAL AND RETAIL; CORPORATE HEADQUARTERS",551114,CORPORATE OFFICES,43087224,TGS,-86.801902,33.509467,NAVTEQ,2006Q3,ONENTITY,YES,TGS
421, ,LCHQ_084, ,POINT,UNCLASSIFIED,HOSPITAL CORPORATION OF AMERICA,615,344-9551,1 PARK PLAZA, ,NASHVILLE,TN,37203,6527,DAVIDSON,47037,ENTITY IS LOCATED ON THE NORTH SIDE OF PARK PLAZA .09 MILE SOUTHWEST FROM 31ST AVENUE NORTH, , , ,2006-12-13T00:00:00.000Z,PHONE,2006-12-13T00:00:00.000Z,MANUAL,"IMPORTANT INDUSTRY; COMMERCIAL AND RETAIL; CORPORATE HEADQUARTERS",551114,CORPORATE OFFICES,27631852,TGS,-86.819454,36.149321,NAVTEQ,2006Q3,ONENTITY,YES,TGS
422, ,LCHQ_435, ,POINT,UNCLASSIFIED,MAYTAG CORPORATION,641,792-7000,403 WEST FOURTH STREET NORTH, ,NEWTON,IA,50208,3026,JASPER,19099,LOCATED ON NORTHWEST CORNER OF WEST 4TH STREET NORTH AND DEPENDABILITY SQUARE., , , ,2006-12-13T00:00:00.000Z,PHONE,2006-12-13T00:00:00.000Z,MANUAL,"IMPORTANT INDUSTRY; COMMERCIAL AND RETAIL; CORPORATE HEADQUARTERS",551114,CORPORATE OFFICES,95233168,TGS,-93.058359,41.702775,NAVTEQ,2006Q3,ONENTITY,YES,TGS
423, ,LCHQ_056, ,POINT,UNCLASSIFIED,ARCHER DANIELS MIDLAND COMPANY,217,424-5200,4666 EAST FARIES PARKWAY, ,DECATUR,IL,62526,5666,MACON,17115,ABOUT .72 MILES EAST OF N BRUSH COLLEGE RD ON THE NORTH SIDE OF E FARIES PKY., , , ,2006-12-14T00:00:00.000Z,PHONE,2006-12-14T00:00:00.000Z,MANUAL,"IMPORTANT INDUSTRY; COMMERCIAL AND RETAIL; CORPORATE HEADQUARTERS",551114,CORPORATE OFFICES,95655591,TGS,-88.884401,39.864319,NAVTEQ,2006Q3,ONENTITY,YES,TGS
424, ,LCHQ_460, ,POINT,UNCLASSIFIED,THE CLOROX COMPANY,510,271-7000,1221 BROADWAY, ,OAKLAND,CA,94612,1837,ALAMEDA,06001,N CORNER OF 12TH ST AND BROADWAY, , , ,2006-12-13T00:00:00.000Z,PHONE,2006-12-13T00:00:00.000Z,MANUAL,"IMPORTANT INDUSTRY; COMMERCIAL AND RETAIL; CORPORATE HEADQUARTERS",551114,CORPORATE OFFICES,23642256,TGS,-122.272313,37.803463,NAVTEQ,2006Q3,ONENTITY,YES,TGS
425, ,LCHQ_364, ,POINT,UNCLASSIFIED,ASBURY AUTOMOTIVE GROUP INCORPORATED,212,885-2500,622 THIRD AVENUE,37TH FLOOR,NEW YORK,NY,10017,6707,NEW YORK,36061,"LOCATED ON THE NORTHWEST SIDE OF 3RD AVENUE, BETWEEN EAST 40TH STREET AND EAST 41ST STREET.", , , ,2006-12-14T00:00:00.000Z,PHONE,2006-12-14T00:00:00.000Z,MANUAL,"IMPORTANT INDUSTRY; COMMERCIAL AND RETAIL; CORPORATE HEADQUARTERS",551114,CORPORATE OFFICES,21613101,TGS,-73.975526,40.749885,NAVTEQ,2006Q3,BLOCKFACE,YES,TGS
426, ,LCHQ_480, ,POINT,UNCLASSIFIED,FREEPORT-MCMORAN COPPER AND GOLD INCORPORTATED,504,582-4000,1615 POYDRAS STREET, ,NEW ORLEANS,LA,70112,1254,ORLEANS,22071,".12 MILES NORTHWEST OF LASALLE STREET ON THE NORTHEAST SIDE OF POYDRAS STREET, ACROSS FROM THE SUPERDOME.", , , ,2006-12-14T00:00:00.000Z,PHONE,2006-12-14T00:00:00.000Z,MANUAL,"IMPORTANT INDUSTRY; COMMERCIAL AND RETAIL; CORPORATE HEADQUARTERS",551114,CORPORATE OFFICES,117782241,TGS,-90.079999,29.952803,NAVTEQ,2006Q3,BLOCKFACE,YES,TGS
427, ,LCHQ_241, ,POINT,UNCLASSIFIED,VIACOM INCORPORATED,212,258-6000,1515 BROADWAY, ,NEW YORK,NY,10036,8901,NEW YORK,36061,LOCATED ON THE NORTHWEST SIDE OF BROADWAY BETWEEN WEST 44TH STREET AND WEST 45TH STREET., , , ,2006-12-14T00:00:00.000Z,PHONE,2006-12-14T00:00:00.000Z,MANUAL,"IMPORTANT INDUSTRY; COMMERCIAL AND RETAIL; CORPORATE HEADQUARTERS",551114,CORPORATE OFFICES,21548643,TGS,-73.986153,40.757762,NAVTEQ,2006Q3,BLOCKFACE,YES,TGS
428, ,LCHQ_211, ,POINT,UNCLASSIFIED,SUN MICROSYSTEMS INCORPORATED,650,960-1300,4150 NETWORK CIRCLE, ,SANTA CLARA,CA,95054,1778,SANTA CLARA,06085,"LOCATED ON THE SOUTHWEST SIDE OF NETWORK CIRCLE, 0.12 MILES NORTHWEST OF THE T INTERSECTION OF NETWORK CIRCLE AND MILTON DATUS HAMMOND MEMORIAL DRIVE.", , , ,2006-12-14T00:00:00.000Z,PHONE,2006-12-14T00:00:00.000Z,MANUAL,"IMPORTANT INDUSTRY; COMMERCIAL AND RETAIL; CORPORATE HEADQUARTERS",551114,CORPORATE OFFICES,120874752,TGS,-121.952457,37.395659,NAVTEQ,2006Q3,BLOCKFACE,YES,TGS
429, ,LCHQ_223, ,POINT,UNCLASSIFIED,GENWORTH FINANCIAL - HEADQUARTERS,804,281-6000,6620 WEST BROAD STREET, ,RICHMOND,VA,23230,1716,HENRICO,51087,"LOCATED ON THE EAST SIDE OF WEST BROAD STREET, DIRECTLY ACROSS THE ROAD FROM THE INTERSECTION OF FOREST AVENUE AND WEST BROAD STREET.", , , ,2006-12-14T00:00:00.000Z,PHONE,2006-12-14T00:00:00.000Z,MANUAL,"IMPORTANT INDUSTRY; COMMERCIAL AND RETAIL; CORPORATE HEADQUARTERS",551114,CORPORATE OFFICES,18911957,TGS,-77.514603,37.602203,NAVTEQ,2006Q3,BLOCKFACE,YES,TGS
430, ,LCHQ_451, ,POINT,UNCLASSIFIED,CHESAPEAKE ENERGY CORPORATION,405,848-8000,6100 NORTH WESTERN AVENUE, ,OKLAHOMA CITY,OK,73118,1044,OKLAHOMA,40109,ENTITY IS LOCATED ON THE EAST SIDE OF NORTH WESTERN AVENUE BETWEEN NORTHWEST 63RD STREET AND NORTHWEST 59TH STREET, , , ,2006-12-13T00:00:00.000Z,PHONE,2006-12-13T00:00:00.000Z,MANUAL,"IMPORTANT INDUSTRY; COMMERCIAL AND RETAIL; CORPORATE HEADQUARTERS",551114,CORPORATE OFFICES,30470796,TGS,-97.529425,35.534537,NAVTEQ,2006Q3,BLOCKFACE,YES,TGS
431, ,LCHQ_226, ,POINT,UNCLASSIFIED,CIRCUIT CITY STORES INCORPORATED - HEADQUARTERS,804,527-4000,9950 MAYLAND DRIVE, ,RICHMOND,VA,23233,1463,HENRICO,51087,"LOCATED ON THE WEST END OF MAYLAND DRIVE, .24 MILE WEST OF THE INTERSECTION OF GASKINS ROAD AND MAYLAND DRIVE.", , , ,2006-12-14T00:00:00.000Z,PHONE,2006-12-14T00:00:00.000Z,MANUAL,"IMPORTANT INDUSTRY; COMMERCIAL AND RETAIL; CORPORATE HEADQUARTERS",551114,CORPORATE OFFICES,18931335,TGS,-77.5752,37.641094,NAVTEQ,2006Q3,BLOCKFACE,YES,TGS
432, ,LCHQ_176, ,POINT,UNCLASSIFIED,ONEOK INCORPORATED,918,588-7000,100 WEST 5TH STREET SOUTH, ,TULSA,OK,74103,4240,TULSA,40143,ENTITY IS LOCATED ON THE SOUTH SIDE OF WEST 5TH STREET SOUTH BETWEEN SOUTH CHEYENNE AVENUE AND SOUTH BOULDER AVENUE, , , ,2006-12-13T00:00:00.000Z,PHONE,2006-12-13T00:00:00.000Z,MANUAL,"IMPORTANT INDUSTRY; COMMERCIAL AND RETAIL; CORPORATE HEADQUARTERS",551114,CORPORATE OFFICES,89730137,TGS,-95.991648,36.150421,NAVTEQ,2006Q3,ONENTITY,YES,TGS
433, ,LCHQ_013, ,POINT,UNCLASSIFIED,BERKSHIRE HATHAWAY INCORPORATED,402,346-1400,3555 FARNAM STREET,1440 KIEWIT PLAZA,OMAHA,NE,68131,3302,DOUGLAS,31055,LOCATED ON SOUTH SIDE OF FARNAM STREET ABOUT .03 MILES EAST OF SOUTH 36TH STREET., , , ,2006-12-13T00:00:00.000Z,PHONE,2006-12-13T00:00:00.000Z,MANUAL,"IMPORTANT INDUSTRY; COMMERCIAL AND RETAIL; CORPORATE HEADQUARTERS",551114,CORPORATE OFFICES,42282652,TGS,-95.965545,41.25745,NAVTEQ,2006Q3,BLOCKFACE,YES,TGS
434, ,LCHQ_348, ,POINT,UNCLASSIFIED,INTERPUBLIC GROUP OF COMPANIES,212,704-1200,1114 AVENUE OF THE AMERICAS, ,NEW YORK,NY,10036,7703,NEW YORK,36061,"LOCATED ON THE SOUTHEAST SIDE OF 6TH AVENUE, BETWEEN WEST 42ND STREET AND WEST 43RD STREET.", , , ,2006-12-14T00:00:00.000Z,PHONE,2006-12-14T00:00:00.000Z,MANUAL,"IMPORTANT INDUSTRY; COMMERCIAL AND RETAIL; CORPORATE HEADQUARTERS",551114,CORPORATE OFFICES,21548615,TGS,-73.983496,40.755103,NAVTEQ,2006Q3,BLOCKFACE, ,TGS
435, ,LCHQ_180, ,POINT,UNCLASSIFIED,THE WILLIAMS COMPANY INCORPORATED,918,573-2000,1 WILLIAMS CENTER, ,TULSA,OK,74172,0140,TULSA,40143,ENTITY IS LOCATED ON THE NORTH SIDE PF WILLIAMS CENTER .07 MILE NORTHEAST FROM SOUTH BOULDER AVENUE, , , ,2006-12-13T00:00:00.000Z,PHONE,2006-12-13T00:00:00.000Z,MANUAL,"IMPORTANT INDUSTRY; COMMERCIAL AND RETAIL; CORPORATE HEADQUARTERS",551114,CORPORATE OFFICES,89757186,TGS,-95.991918,36.154904,NAVTEQ,2006Q3,ONENTITY,YES,TGS
436, ,LCHQ_395, ,POINT,UNCLASSIFIED,BRINK'S COMPANY - HEADQUARTERS,804,289-9600,1801 BAYBERRY COURT, ,RICHMOND,VA,23226,3771,HENRICO,51087,"LOCATED ON THE NORTH END OF BAYBERRY COURT, .12 MILE NORTH OF THE INTERSECTION OF GLEN FOREST DRIVE AND BAYBERRY COURT.", , , ,2006-12-14T00:00:00.000Z,PHONE,2006-12-14T00:00:00.000Z,MANUAL,"IMPORTANT INDUSTRY; COMMERCIAL AND RETAIL; CORPORATE HEADQUARTERS",551114,CORPORATE OFFICES,18911710,TGS,-77.532758,37.607838,NAVTEQ,2006Q3,BLOCKFACE,YES,TGS
437, ,LCHQ_491, ,POINT,UNCLASSIFIED,MUTUAL OF OMAHA INSURANCE COMPANY,402,342-7600,3301 DODGE STREET,MUTUAL OF OMAHA PLAZA,OMAHA,NE,68175,0001,DOUGLAS,31055,LOCATED ON SOUTH SIDE OF DODGE STREET BETWEEN SOUTH 33RD STREET AND 34TH STREET., , , ,2006-12-13T00:00:00.000Z,PHONE,2006-12-13T00:00:00.000Z,MANUAL,"IMPORTANT INDUSTRY; COMMERCIAL AND RETAIL; CORPORATE HEADQUARTERS",551114,CORPORATE OFFICES,42282164,TGS,-95.962297,41.258495,NAVTEQ,2006Q3,ONENTITY,YES,TGS
438, ,LCHQ_268, ,POINT,UNCLASSIFIED,DOLLAR GENERAL CORPORATION,800,678-9258,100 MISSION RIDGE, ,GOODLETTSVILLE,TN,37072,2171,DAVIDSON,47037,ENTITY IS LOCATED ON THE SOUTH SIDE OF MISSION RIDGE .17 MILE SOUTHWEST FROM CONFERENCE DRIVE, , , ,2006-12-14T00:00:00.000Z,PHONE,2006-12-14T00:00:00.000Z,MANUAL,"IMPORTANT INDUSTRY; COMMERCIAL AND RETAIL; CORPORATE HEADQUARTERS",551114,CORPORATE OFFICES,31414768,TGS,-86.699084,36.308949,NAVTEQ,2006Q3,ONENTITY,YES,TGS
439, ,LCHQ_415, ,POINT,UNCLASSIFIED,"LEXMARK INTERNATIONAL, INCORPORATED",859,232-2000,740 WEST NEW CIRCLE ROAD, ,LEXINGTON,KY,40511,1806,FAYETTE,21067,SOUTH SIDE OF WEST NEW CIRCLE ROAD 0.45 MILE WEST OF BOARDWALK, , , ,2006-12-13T00:00:00.000Z,PHONE,2006-12-13T00:00:00.000Z,MANUAL,"IMPORTANT INDUSTRY; COMMERCIAL AND RETAIL; CORPORATE HEADQUARTERS",551114,CORPORATE OFFICES,107412540,TGS,-84.491743,38.070461,NAVTEQ,2006Q3,ONENTITY,YES,TGS
440, ,LCHQ_038, ,POINT,UNCLASSIFIED,WELLPOINT INCORPORATED,317,488-6000,120 MONUMENT CIRCLE, ,INDIANAPOLIS,IN,46204,4906,MARION,18097,.02 MILES NORTHEAST OF WEST MARKET STREET ON THE NORTHWEST SIDE OF MONUMENT CIRCLE, , , ,2006-12-13T00:00:00.000Z,PHONE,2006-12-13T00:00:00.000Z,MANUAL,"IMPORTANT INDUSTRY; COMMERCIAL AND RETAIL; CORPORATE HEADQUARTERS",551114,CORPORATE OFFICES,19481834,TGS,-86.159029,39.768836,NAVTEQ,2006Q3,ONENTITY,YES,TGS
441, ,LCHQ_374, ,POINT,UNCLASSIFIED,BALL CORPORATION,303,469-3131,10 LONGS PEAK DRIVE, ,BROOMFIELD,CO,80021,2510,BROOMFIELD,08014,.22 OF A MILE SOUTH OF THE INTERSECTION OF LONGS PEAK DRIVE AND WEST 120TH AVENUE. ON THE EAST SIDE OF LONGS PEAK DRIVE., , , ,2006-12-13T00:00:00.000Z,PHONE,2006-12-13T00:00:00.000Z,MANUAL,"IMPORTANT INDUSTRY; COMMERCIAL AND RETAIL; CORPORATE HEADQUARTERS",551114,CORPORATE OFFICES,31367930,TGS,-105.10002,39.911876,NAVTEQ,2006Q3,ONENTITY,YES,TGS
442, ,LCHQ_256, ,POINT,UNCLASSIFIED,THE GUARDIAN LIFE INSURANCE COMPANY OF AMERICA,212,598-8000,7 HANOVER SQUARE, ,NEW YORK,NY,10004,2616,NEW YORK,36061,SW SIDE OF HANOVER SQ BETWEEN PEARL ST AND WATER ST, , , ,2006-12-14T00:00:00.000Z,PHONE,2006-12-14T00:00:00.000Z,MANUAL,"IMPORTANT INDUSTRY; COMMERCIAL AND RETAIL; CORPORATE HEADQUARTERS",551114,CORPORATE OFFICES,21638112,TGS,-74.009445,40.704236,NAVTEQ,2006Q3,ONENTITY,YES,TGS
443, ,LCHQ_344, ,POINT,UNCLASSIFIED,CMS ENERGY,517,788-0550,1 ENERGY PLAZA, ,JACKSON,MI,49201,2357,JACKSON,26075,"LOCATED .07 MILE EAST OF FRANCIS STREET ON ENERGY PLAZA, ROAD WILL CURVE IN CIRCLE AND ENTITY WILL BE ON THE EAST SIDE OF STREET.", , , ,2006-12-14T00:00:00.000Z,PHONE,2006-12-14T00:00:00.000Z,MANUAL,"IMPORTANT INDUSTRY; COMMERCIAL AND RETAIL; CORPORATE HEADQUARTERS",551114,CORPORATE OFFICES, ,TGS,-84.402604,42.246814,NAVTEQ,2006Q3,ONENTITY,YES,TGS
444, ,LCHQ_040, ,POINT,UNCLASSIFIED,TIME WARNER INCORPORATED,212,484-8000,1 TIME WARNER CENTER, ,NEW YORK,NY,10019, ,NEW YORK,36061,LOCATED ON WEST SIDE OF TIME WARNER CENTER BETWEEN COLUMBUS CIRCLE AND 8TH AVE., , , ,2006-12-14T00:00:00.000Z,PHONE,2006-12-14T00:00:00.000Z,MANUAL,"IMPORTANT INDUSTRY; COMMERCIAL AND RETAIL; CORPORATE HEADQUARTERS",551114,CORPORATE OFFICES,119969768,TGS,-73.982927,40.768207,NAVTEQ,2006Q3,ONENTITY,YES,TGS
445, ,LCHQ_439, ,POINT,UNCLASSIFIED,STRYKER CORPORATION,269,385-2600,2825 AIRVIEW BOULEVARD, ,KALAMAZOO,MI,49002, ,KALAMAZOO,26077,"LOCATED .24 MILE EAST OF PORTAGE ROAD ON FAIRFIELD ROAD, ROAD WILL BECOME AIRVIEW BOULEVARD AND ENTITY WILL BE ON THE NORTH SIDE.", , , ,2006-12-14T00:00:00.000Z,PHONE,2006-12-14T00:00:00.000Z,MANUAL,"IMPORTANT INDUSTRY; COMMERCIAL AND RETAIL; CORPORATE HEADQUARTERS",551114,CORPORATE OFFICES,135471316,TGS,-85.555403,42.242106,NAVTEQ,2006Q3,BLOCKFACE,YES,TGS
446, ,LCHQ_318, ,POINT,UNCLASSIFIED,WPS RESOURCES CORPORATION,920,433-4901,700 NORTH ADAMS STREET, ,GREEN BAY,WI,54301,5145,BROWN,55009,"LOCATED ON THE EAST SIDE OF NORTH ADAMS STREET, BETWEEN ELM STREET AND MAIN STREET.", , , ,2006-12-13T00:00:00.000Z,PHONE,2006-12-13T00:00:00.000Z,MANUAL,"IMPORTANT INDUSTRY; COMMERCIAL AND RETAIL; CORPORATE HEADQUARTERS",551114,CORPORATE OFFICES,103076820,TGS,-88.011378,44.518045,NAVTEQ,2006Q3,BLOCKFACE,YES,TGS
447, ,LCHQ_225, ,POINT,UNCLASSIFIED,OMNICOM GROUP INCORPORATED,212,415-3600,437 MADISON AVENUE, ,NEW YORK,NY,10022,7001,NEW YORK,36061,"LOCATED ON THE SOUTHEAST SIDE OF MADISON AVENUE, BETWEEN EAST 50TH STREET AND EAST 49TH STREET.", , , ,2006-12-14T00:00:00.000Z,PHONE,2006-12-14T00:00:00.000Z,MANUAL,"IMPORTANT INDUSTRY; COMMERCIAL AND RETAIL; CORPORATE HEADQUARTERS",551114,CORPORATE OFFICES,21547829,TGS,-73.975508,40.757381,NAVTEQ,2006Q3,BLOCKFACE,YES,TGS
448, ,LCHQ_142, ,POINT,UNCLASSIFIED,XEROX CORPORATION HEADQUARTERS,203,968-3000,800 LONG RIDGE ROAD, ,STAMFORD,CT,06902,1227,FAIRFIELD,09001,WEST SIDE OF LONG RIDGE RD APROX .50 MILES SOUTH OF CT-15, , , ,2006-12-14T00:00:00.000Z,PHONE,2006-12-14T00:00:00.000Z,MANUAL,"IMPORTANT INDUSTRY; COMMERCIAL AND RETAIL; CORPORATE HEADQUARTERS",551114,CORPORATE OFFICES,21630907,TGS,-73.564076,41.095666,NAVTEQ,2006Q3,BLOCKFACE,NO,TGS
449, ,LCHQ_186, ,POINT,UNCLASSIFIED,MARSH & MCLENNAN COMPANIES,212,345-5000,1166 AVENUE OF THE AMERICAS, ,NEW YORK,NY,10036,2708,NEW YORK,36061,LOCATED ON THE SOUTHEAST SIDE OF 6TH AVENUE BETWEEN WEST 46TH STREET AND WEST 45TH STREET., , , ,2006-12-14T00:00:00.000Z,PHONE,2006-12-14T00:00:00.000Z,MANUAL,"IMPORTANT INDUSTRY; COMMERCIAL AND RETAIL; CORPORATE HEADQUARTERS",551114,CORPORATE OFFICES,21548612,TGS,-73.982163,40.756924,NAVTEQ,2006Q3,BLOCKFACE,YES,TGS
450, ,LCHQ_135, ,POINT,UNCLASSIFIED,DELTA AIR LINES INCORPORATED,404,715-2600,1030 DELTA BOULEVARD, ,HAPEVILLE,GA,30354,1989,FULTON,13121,LOCATED ON THE EAST SIDE OF DELTA BOULEVARD BETWEEN WOOLMAN PLACE AND NORTH INNER LOOP ROAD., , , ,2006-12-14T00:00:00.000Z,PHONE,2006-12-14T00:00:00.000Z,MANUAL,"IMPORTANT INDUSTRY; COMMERCIAL AND RETAIL; CORPORATE HEADQUARTERS",551114,CORPORATE OFFICES,23012786,TGS,-84.422586,33.656481,NAVTEQ,2006Q3,ONENTITY,YES,TGS
451, ,LCHQ_296, ,POINT,UNCLASSIFIED,"GANNETT COMPANY, INCORPORATED",703,854-6000,7950 JONES BRANCH DRIVE, ,MCLEAN,VA,22102, ,FAIRFAX,51059,"NORTH SIDE OF JONES BRANCH DRIVE, 0.07 MILES EAST OF THE INTERSECTION OF JONES BRANCH DRIVE AND BDM WAY", , , ,2006-12-14T00:00:00.000Z,PHONE,2006-12-14T00:00:00.000Z,MANUAL,"IMPORTANT INDUSTRY; COMMERCIAL AND RETAIL; CORPORATE HEADQUARTERS",551114,CORPORATE OFFICES,18449227,TGS,-77.219139,38.932059,NAVTEQ,2006Q3,ONENTITY,YES,TGS
452, ,LCHQ_258, ,POINT,UNCLASSIFIED,"OFFICEMAX, INCORPORATED",630,438-7800,263 SHUMAN BOULEVARD, ,NAPERVILLE,IL,60563,1255,DUPAGE,17043,"LOCATED ON THE NORTH SIDE OF SHUMAN BLVD, .13 MILES WEST OF PARK ST.", , , ,2006-12-14T00:00:00.000Z,PHONE,2006-12-14T00:00:00.000Z,MANUAL,"IMPORTANT INDUSTRY; COMMERCIAL AND RETAIL; CORPORATE HEADQUARTERS",551114,CORPORATE OFFICES,19914259,TGS,-88.151504,41.803678,NAVTEQ,2006Q3,BLOCKFACE,YES,TGS
453, ,LCHQ_081, ,POINT,UNCLASSIFIED,TEACHERS INSURANCE AND ANNUITY ASSOCIATION - COLLEGE RETIREMENT EQUITIES FUND,212,490-9000,730 THIRD AVENUE, ,NEW YORK,NY,10017,3206,NEW YORK,36061,LOCATED NW SIDE OF 3RD AVE BETWEEN E 45TH ST AND E 46TH ST., , , ,2006-12-14T00:00:00.000Z,PHONE,2006-12-14T00:00:00.000Z,MANUAL,"IMPORTANT INDUSTRY; COMMERCIAL AND RETAIL; CORPORATE HEADQUARTERS",551114,CORPORATE OFFICES,21548117,TGS,-73.97315,40.75315,NAVTEQ,2006Q3,BLOCKFACE,YES,TGS
454, ,LCHQ_026, ,POINT,UNCLASSIFIED,BOEING WORLD HEADQUARTERS,312,544-2300,100 NORTH RIVERSIDE PLAZA, ,CHICAGO,IL,60606,1501,COOK,17031,LOCATED ON WEST SIDE OF NORTH RIVERSIDE PLAZA BETWEEN WEST WASHINGTON STREET AND WEST RANDOLPH STREET., , , ,2006-12-14T00:00:00.000Z,PHONE,2006-12-14T00:00:00.000Z,MANUAL,"IMPORTANT INDUSTRY; COMMERCIAL AND RETAIL; CORPORATE HEADQUARTERS",551114,CORPORATE OFFICES,19758112,TGS,-87.638958,41.883725,NAVTEQ,2006Q3,BLOCKFACE,YES,TGS
455, ,LCHQ_205, ,POINT,UNCLASSIFIED,"SMITHFIELD FOODS, INCORPORATED",757,365-3000,200 COMMERCE STREET, ,SMITHFIELD,VA,23430,1204,ISLE OF WIGHT,51093,"EAST SIDE OF COMMERCE STREET, 0.06 MILES NORTH OF THE INTERSECTION OF COMMERCE STREET AND THOMAS STREET", , , ,2006-12-14T00:00:00.000Z,PHONE,2006-12-14T00:00:00.000Z,MANUAL,"IMPORTANT INDUSTRY; COMMERCIAL AND RETAIL; CORPORATE HEADQUARTERS",551114,CORPORATE OFFICES,37750766,TGS,-76.630127,36.984718,NAVTEQ,2006Q3,ONENTITY,YES,TGS
456, ,LCHQ_235, ,POINT,UNCLASSIFIED,MEDTRONIC,763,514-4000,710 MEDTRONIC PARKWAY, ,MINNEAPOLIS,MN,55432,5603,ANOKA,27003,ABOUT .15 MILES WEST OF MOORE LAKE DR W ON THE SOUTH SIDE OF MEDTRONIC PKY., , , ,2006-12-14T00:00:00.000Z,PHONE,2006-12-14T00:00:00.000Z,MANUAL,"IMPORTANT INDUSTRY; COMMERCIAL AND RETAIL; CORPORATE HEADQUARTERS",551114,CORPORATE OFFICES,116405181,TGS,-93.25153,45.069792,NAVTEQ,2006Q3,ONENTITY,YES,TGS
